Symbol,Strategy,Entry_Date,Entry_Price,Quantity,Exit_Date,Exit_Price,Exit_Reason,PnL,PnL_Pct,Holding_Days
QUBT,SUPERTREND_HTF50,2025-07-11,17.43,50,2025-07-22,16.81,TRAILING_STOP,-33.00000000000005,-3.5570854847963336,11
ARM,SMA_HTF50,2025-07-14,144.54,6,2025-07-31,141.38,TRAILING_STOP,-20.95999999999998,-2.186246021862458,17
UNH,JMA,2025-07-18,282.65,3,2025-07-31,249.56,TRAILING_STOP,-101.26999999999992,-11.707058199186266,13
PDYN,SUPERTREND,2025-07-21,10.8,84,2025-07-29,8.51,TRAILING_STOP,-194.36000000000007,-21.20370370370371,8
MU,EMA,2025-07-22,109.22,8,2025-11-20,201.37,TRAILING_STOP,735.2,84.370994323384,121
QUBT,SUPERTREND_HTF50,2025-07-22,16.81,53,2025-07-29,15.37,TRAILING_STOP,-78.31999999999998,-8.566329565734678,7
NFLX,SUPERTREND_HTF150,2025-07-23,117.68,7,2025-10-24,109.47,TRAILING_STOP,-59.470000000000056,-6.976546566961257,93
INOD,KAMA,2025-07-24,46.31,19,2025-08-01,44.955,TRAILING_STOP,-27.745000000000076,-2.925933923558635,8
QUBT,SUPERTREND_HTF50,2025-07-29,15.37,59,2025-08-19,14.86,TRAILING_STOP,-32.08999999999999,-3.3181522446323997,21
QBTS,KAMA,2025-07-29,17.67,51,2025-08-19,15.32,TRAILING_STOP,-121.85000000000008,-13.29937747594794,21
PDYN,SUPERTREND,2025-07-29,8.51,106,2025-08-07,7.23,TRAILING_STOP,-137.67999999999992,-15.04112808460634,9
MRNA,KAMA_HTF50,2025-07-31,29.56,30,2025-08-11,25.47,TRAILING_STOP,-124.69999999999999,-13.836265223274696,11
PANW,KAMA_HTF150,2025-07-31,173.6,5,2025-11-20,185.07,TRAILING_STOP,55.349999999999994,6.607142857142858,112
ARM,SMA_HTF50,2025-07-31,141.38,6,2025-11-07,152.38,TRAILING_STOP,64.0,7.78044985146414,99
UNH,JMA,2025-07-31,249.56,3,2025-11-06,321.56,TRAILING_STOP,214.0,28.850777368167975,98
NOW,SUPERTREND_HTF100,2025-08-01,182.87,4,2025-11-17,167.16,TRAILING_STOP,-64.84000000000003,-8.590802209219667,108
RIVN,KAMA_HTF50,2025-08-01,12.38,70,2025-10-02,13.53,TRAILING_STOP,78.4999999999999,9.289176090468485,62
INOD,KAMA,2025-08-01,44.955,19,2025-08-19,38.5,TRAILING_STOP,-124.64499999999997,-14.358803247692133,18
UPST,SMA,2025-08-06,67.14,13,2025-09-03,64.46,TRAILING_STOP,-36.84000000000009,-3.9916592195412672,28
SMCI,SUPERTREND_HTF100,2025-08-06,46.79,18,2025-09-02,40.78,TRAILING_STOP,-110.17999999999996,-12.844624919854667,27
LLY,SMA,2025-08-07,640.86,1,,,,,,
PDYN,SUPERTREND,2025-08-07,7.23,120,2025-09-05,6.82,TRAILING_STOP,-51.20000000000002,-5.670816044260029,29
MRNA,KAMA_HTF50,2025-08-11,25.47,34,2025-08-28,24.47,TRAILING_STOP,-36.0,-3.926187671770711,17
QUBT,SUPERTREND_HTF50,2025-08-19,14.86,58,2025-09-22,20.21,TRAILING_STOP,308.30000000000007,36.00269179004039,34
PLTR,KAMA,2025-08-19,157.75,5,2025-11-06,175.05,TRAILING_STOP,84.50000000000006,10.966719492868469,79
QBTS,KAMA,2025-08-19,15.32,56,2025-10-17,38.33,TRAILING_STOP,1286.56,150.19582245430806,59
INOD,KAMA,2025-08-19,38.5,22,2025-10-13,81.68,TRAILING_STOP,947.9600000000002,112.15584415584416,55
MRNA,KAMA_HTF50,2025-08-28,24.47,36,2025-10-29,24.7,TRAILING_STOP,6.280000000000015,0.9399264405394379,62
SMCI,SUPERTREND_HTF100,2025-09-02,40.78,21,2025-10-23,47.92,TRAILING_STOP,147.94,17.508582638548308,51
TGT,EMA,2025-09-02,92.44,9,2025-11-20,83.68,TRAILING_STOP,-80.83999999999992,-9.476417135439194,79
AMD,KAMA,2025-09-03,162.13,5,2025-11-18,230.29,TRAILING_STOP,338.79999999999995,42.04033800037007,76
UPST,SMA,2025-09-03,64.46,13,2025-09-24,60.61,TRAILING_STOP,-52.049999999999926,-5.97269624573378,21
PDYN,SUPERTREND,2025-09-05,6.82,129,2025-10-10,8.29,TRAILING_STOP,187.62999999999985,21.554252199413472,35
QUBT,SUPERTREND_HTF50,2025-09-22,20.21,48,2025-09-30,18.41,TRAILING_STOP,-88.40000000000003,-8.906481939633847,8
UPST,SMA,2025-09-24,60.61,16,2025-09-29,52.74,TRAILING_STOP,-127.91999999999996,-12.984655997360168,5
NKE,SMA,2025-09-25,69.24,13,2025-10-10,65.22,TRAILING_STOP,-54.25999999999995,-5.8058925476603065,15
UPST,SMA,2025-09-29,52.74,18,2025-10-17,46.5,TRAILING_STOP,-114.32000000000004,-11.831626848691698,18
QUBT,SUPERTREND_HTF50,2025-09-30,18.41,52,2025-10-08,20.82,TRAILING_STOP,123.32000000000001,13.090711569799025,8
RIVN,KAMA_HTF50,2025-10-02,13.53,75,2025-11-14,15.11,TRAILING_STOP,116.5,11.677753141167777,43
QUBT,SUPERTREND_HTF50,2025-10-08,20.82,50,2025-10-16,18.74,TRAILING_STOP,-106.00000000000009,-9.990393852065331,8
PDYN,SUPERTREND,2025-10-10,8.29,120,2025-10-16,9.01,TRAILING_STOP,84.40000000000008,8.685162846803387,6
NKE,SMA,2025-10-10,65.22,15,2025-11-04,61.23,TRAILING_STOP,-61.85000000000003,-6.117755289788412,25
LCID,SUPERTREND_HTF200,2025-10-10,20.98,47,2025-10-22,18.5,TRAILING_STOP,-118.56000000000002,-11.82078169685415,12
INOD,KAMA,2025-10-13,81.68,12,2025-10-22,72.07,TRAILING_STOP,-117.32000000000016,-11.76542605288934,9
QUBT,SUPERTREND_HTF50,2025-10-16,18.74,54,2025-10-21,16.0,TRAILING_STOP,-149.95999999999992,-14.621131270010665,5
PDYN,SUPERTREND,2025-10-16,9.01,114,2025-10-28,7.87,TRAILING_STOP,-131.95999999999995,-12.652608213096556,12
UPST,SMA,2025-10-17,46.5,21,2025-10-30,44.96,TRAILING_STOP,-34.33999999999998,-3.3118279569892453,13
QBTS,KAMA,2025-10-17,38.33,26,2025-10-21,32.19,TRAILING_STOP,-161.64000000000001,-16.018784242108012,4
QUBT,SUPERTREND_HTF50,2025-10-21,16.0,64,2025-11-04,13.71,TRAILING_STOP,-148.55999999999995,-14.312499999999995,14
QBTS,KAMA,2025-10-21,32.19,31,2025-10-22,27.29,TRAILING_STOP,-153.89999999999995,-15.22211867039453,1
QBTS,KAMA,2025-10-22,27.29,36,2025-11-04,29.74,TRAILING_STOP,86.19999999999997,8.977647489923047,13
INOD,KAMA,2025-10-22,72.07,13,2025-11-04,66.86,TRAILING_STOP,-69.72999999999992,-7.229082836131531,13
LCID,SUPERTREND_HTF200,2025-10-22,18.5,54,2025-11-04,16.36,TRAILING_STOP,-117.56000000000003,-11.56756756756757,13
SMCI,SUPERTREND_HTF100,2025-10-23,47.92,21,2025-11-05,42.03,TRAILING_STOP,-125.69000000000001,-12.291318864774626,13
NFLX,SUPERTREND_HTF150,2025-10-24,109.47,9,2025-12-05,100.24,TRAILING_STOP,-85.07000000000004,-8.431533753539787,42
PDYN,SUPERTREND,2025-10-28,7.87,132,2025-11-04,7.09,TRAILING_STOP,-104.96000000000004,-9.911054637865314,7
MRNA,KAMA_HTF50,2025-10-29,24.7,42,2025-11-04,23.75,TRAILING_STOP,-41.89999999999997,-3.8461538461538436,6
UPST,SMA,2025-10-30,44.96,22,2025-11-05,41.75,TRAILING_STOP,-72.62000000000002,-7.139679715302492,6
MRNA,KAMA_HTF50,2025-11-04,23.75,41,2025-11-20,22.36,TRAILING_STOP,-58.99000000000002,-5.8526315789473715,16
QUBT,SUPERTREND_HTF50,2025-11-04,13.71,72,2025-11-11,11.94,TRAILING_STOP,-129.4400000000001,-12.910284463894975,7
QBTS,KAMA,2025-11-04,29.74,33,2025-11-12,26.4,TRAILING_STOP,-112.22,-11.230665770006725,8
PDYN,SUPERTREND,2025-11-04,7.09,139,2025-11-13,6.21,TRAILING_STOP,-124.31999999999998,-12.41184767277856,9
NKE,SMA,2025-11-04,61.23,16,2025-12-19,58.71,TRAILING_STOP,-42.319999999999936,-4.115629593336593,45
INOD,KAMA,2025-11-04,66.86,14,2025-11-13,56.8,TRAILING_STOP,-142.84000000000003,-15.046365539934195,9
LCID,SUPERTREND_HTF200,2025-11-04,16.36,60,2025-11-13,15.17,TRAILING_STOP,-73.39999999999998,-7.273838630806844,9
UPST,SMA,2025-11-05,41.75,24,2025-11-17,36.06,TRAILING_STOP,-138.55999999999995,-13.628742514970055,12
SMCI,SUPERTREND_HTF100,2025-11-05,42.03,23,2025-11-13,35.09,TRAILING_STOP,-161.61999999999995,-16.512015227218647,8
ADBE,SUPERTREND_HTF150,2025-11-06,327.35,2,2026-01-13,309.93,TRAILING_STOP,-36.84000000000003,-5.321521307469075,68
SHOP,KAMA,2025-11-06,156.05,6,,,,,,
PLTR,KAMA,2025-11-06,175.05,5,2025-11-18,167.33,TRAILING_STOP,-40.599999999999994,-4.410168523279062,12
UNH,JMA,2025-11-06,321.56,3,,,,,,
ARM,SMA_HTF50,2025-11-07,152.38,6,2025-11-18,136.04,TRAILING_STOP,-100.04000000000002,-10.723192019950128,11
QUBT,SUPERTREND_HTF50,2025-11-11,11.94,83,2025-11-13,10.03,TRAILING_STOP,-160.53,-15.996649916247907,2
QBTS,KAMA,2025-11-12,26.4,37,2025-11-17,22.83,TRAILING_STOP,-134.09,-13.522727272727275,5
QUBT,SUPERTREND_HTF50,2025-11-13,10.03,95,2025-11-20,10.27,TRAILING_STOP,20.80000000000002,2.392821535393821,7
TSLA,SMA,2025-11-13,401.99,2,,,,,,
SMCI,SUPERTREND_HTF100,2025-11-13,35.09,27,2025-11-20,31.56,TRAILING_STOP,-97.31000000000013,-10.059846110002862,7
PDYN,SUPERTREND,2025-11-13,6.21,153,2025-11-19,5.35,TRAILING_STOP,-133.58000000000004,-13.848631239935594,6
INOD,KAMA,2025-11-13,56.8,16,2025-12-12,52.4,TRAILING_STOP,-72.39999999999998,-7.746478873239434,29
LCID,SUPERTREND_HTF200,2025-11-13,15.17,62,2025-11-17,12.91,TRAILING_STOP,-142.11999999999998,-14.897824653922214,4
RIVN,KAMA_HTF50,2025-11-14,15.11,62,2025-12-30,19.59,TRAILING_STOP,275.76000000000005,29.649238914626082,46
UPST,SMA,2025-11-17,36.06,25,,,,,,
NOW,SUPERTREND_HTF100,2025-11-17,167.16,5,2025-12-24,152.59,TRAILING_STOP,-74.84999999999997,-8.716200047858337,37
QBTS,KAMA,2025-11-17,22.83,41,2025-11-20,20.51,TRAILING_STOP,-97.11999999999986,-10.162067455102921,3
LCID,SUPERTREND_HTF200,2025-11-17,12.91,66,2025-12-09,12.45,TRAILING_STOP,-32.360000000000056,-3.5631293570875355,22
AMD,KAMA,2025-11-18,230.29,4,2025-12-17,198.11,TRAILING_STOP,-130.7199999999999,-13.97368535325024,29
NVDA,KAMA,2025-11-18,181.36,5,,,,,,
PLTR,KAMA,2025-11-18,167.33,5,2026-01-02,167.86,TRAILING_STOP,0.6500000000000057,0.3167393772784325,45
ARM,SMA_HTF50,2025-11-18,136.04,6,2025-12-15,124.37,TRAILING_STOP,-72.01999999999992,-8.578359306086437,27
PDYN,SUPERTREND,2025-11-19,5.35,172,2025-12-10,5.15,TRAILING_STOP,-36.39999999999988,-3.738317757009333,21
MU,EMA,2025-11-20,201.37,4,2025-12-17,225.52,TRAILING_STOP,94.60000000000002,11.992848984456476,27
MRNA,KAMA_HTF50,2025-11-20,22.36,39,2025-12-30,30.41,TRAILING_STOP,311.95000000000005,36.00178890876566,40
QUBT,SUPERTREND_HTF50,2025-11-20,10.27,85,2025-12-15,10.91,TRAILING_STOP,52.40000000000005,6.231742940603706,25
SMCI,SUPERTREND_HTF100,2025-11-20,31.56,27,2025-12-17,29.84,TRAILING_STOP,-48.43999999999997,-5.44993662864385,27
PANW,KAMA_HTF150,2025-11-20,185.07,4,,,,,,
QBTS,KAMA,2025-11-20,20.51,42,2025-12-15,23.74,TRAILING_STOP,133.65999999999985,15.748415407118463,25
UBER,EMA,2025-11-20,83.36,10,2025-12-16,80.92,TRAILING_STOP,-26.399999999999977,-2.927063339731283,26
TGT,EMA,2025-11-20,83.68,10,,,,,,
NFLX,SUPERTREND_HTF150,2025-12-05,100.24,9,2026-01-15,88.05,TRAILING_STOP,-111.70999999999998,-12.160814046288905,41
LCID,SUPERTREND_HTF200,2025-12-09,12.45,77,2025-12-17,11.13,TRAILING_STOP,-103.63999999999989,-10.602409638554205,8
PDYN,SUPERTREND,2025-12-10,5.15,188,2025-12-15,4.5,TRAILING_STOP,-124.20000000000007,-12.621359223300976,5
INOD,KAMA,2025-12-12,52.4,18,,,,,,
QUBT,SUPERTREND_HTF50,2025-12-15,10.91,86,2025-12-26,10.66,TRAILING_STOP,-23.5,-2.2914757103574703,11
ARM,SMA_HTF50,2025-12-15,124.37,7,2025-12-31,109.31,TRAILING_STOP,-107.42000000000002,-12.109029508723971,16
QBTS,KAMA,2025-12-15,23.74,39,2025-12-24,27.52,TRAILING_STOP,145.42000000000004,15.922493681550131,9
PDYN,SUPERTREND,2025-12-15,4.5,208,,,,,,
UBER,EMA,2025-12-16,80.92,11,,,,,,
MU,EMA,2025-12-17,225.52,4,,,,,,
AMD,KAMA,2025-12-17,198.11,4,,,,,,
SMCI,SUPERTREND_HTF100,2025-12-17,29.84,30,,,,,,
LCID,SUPERTREND_HTF200,2025-12-17,11.13,82,2025-12-31,10.57,TRAILING_STOP,-47.920000000000044,-5.031446540880507,14
NKE,SMA,2025-12-19,58.71,16,,,,,,
NOW,SUPERTREND_HTF100,2025-12-24,152.59,6,2026-01-14,134.61,TRAILING_STOP,-109.87999999999994,-11.783209908906214,21
QBTS,KAMA,2025-12-24,27.52,35,,,,,,
QUBT,SUPERTREND_HTF50,2025-12-26,10.66,89,,,,,,
MRNA,KAMA_HTF50,2025-12-30,30.41,30,,,,,,
RIVN,KAMA_HTF50,2025-12-30,19.59,48,2026-01-14,17.5,TRAILING_STOP,-102.32,-10.668708524757529,15
ARM,SMA_HTF50,2025-12-31,109.31,8,,,,,,
LCID,SUPERTREND_HTF200,2025-12-31,10.57,88,2026-01-15,10.05,TRAILING_STOP,-47.75999999999996,-4.9195837275307435,15
PLTR,KAMA,2026-01-02,167.86,5,,,,,,
ADBE,SUPERTREND_HTF150,2026-01-13,309.93,3,,,,,,
NOW,SUPERTREND_HTF100,2026-01-14,134.61,7,,,,,,
RIVN,KAMA_HTF50,2026-01-14,17.5,56,,,,,,
NFLX,SUPERTREND_HTF150,2026-01-15,88.05,11,,,,,,
LCID,SUPERTREND_HTF200,2026-01-15,10.05,89,,,,,,
