date,equity,cash,num_positions
2025-04-28,21712.049999999996,1910.3099999999974,30
2025-04-29,21801.989999999994,1910.3099999999974,30
2025-04-30,21702.669999999995,1844.5899999999974,30
2025-05-01,21784.989999999998,1844.5899999999974,30
2025-05-02,22282.809999999994,1844.5899999999974,30
2025-05-05,22043.519999999997,1844.5899999999974,30
2025-05-06,21728.449999999997,1851.7299999999977,30
2025-05-07,21818.0,1714.7299999999977,30
2025-05-08,22278.979999999996,1714.7299999999977,30
2025-05-09,22063.47,1757.1399999999976,30
2025-05-12,22986.69999999999,1757.1399999999976,30
2025-05-13,23526.11,1757.1399999999976,30
2025-05-14,23721.21,1757.1399999999976,30
2025-05-15,23517.219999999994,1757.1399999999976,30
2025-05-16,23982.009999999987,1757.1399999999976,30
2025-05-19,23949.300000000003,1757.1399999999976,30
2025-05-20,23948.959999999995,1917.5399999999975,30
2025-05-21,23298.829999999994,1917.5399999999975,30
2025-05-22,23499.980000000003,1917.5399999999975,30
2025-05-23,23238.72,2111.509999999998,30
2025-05-27,23883.600000000006,2111.509999999998,30
2025-05-28,23709.9,2111.509999999998,30
2025-05-29,23620.94,2111.509999999998,30
2025-05-30,23655.379999999997,2111.509999999998,30
2025-06-02,23951.75,2111.509999999998,30
2025-06-03,24242.650000000005,2111.509999999998,30
2025-06-04,24427.790000000005,2111.509999999998,30
2025-06-05,24140.980000000003,2109.509999999998,30
2025-06-06,24774.21999999999,2109.509999999998,30
2025-06-09,24957.85,2109.509999999998,30
2025-06-10,24897.820000000003,2194.049999999998,30
2025-06-11,24953.325,2194.049999999998,30
2025-06-12,24832.539999999997,2194.049999999998,30
2025-06-13,24345.319999999996,2239.8099999999977,30
2025-06-16,25019.01,2239.8099999999977,30
2025-06-17,24749.850000000006,2239.8099999999977,30
2025-06-18,25003.7,2239.8099999999977,30
2025-06-20,25071.93,2239.8099999999977,30
2025-06-23,25090.079999999994,2239.8099999999977,30
2025-06-24,25799.87,2239.8099999999977,30
2025-06-25,25853.22,2239.8099999999977,30
2025-06-26,26378.880000000005,2239.8099999999977,30
2025-06-27,26318.949999999993,2239.8099999999977,30
2025-06-30,26710.479999999992,2239.8099999999977,30
2025-07-01,26206.989999999998,2179.4599999999978,30
2025-07-02,26639.500000000004,2179.4599999999978,30
2025-07-03,26844.089999999997,2179.4599999999978,30
2025-07-07,26690.680000000004,2179.4599999999978,30
2025-07-08,26823.109999999997,2179.4599999999978,30
2025-07-09,27037.459999999995,2179.4599999999978,30
2025-07-10,27193.329999999998,2179.4599999999978,30
2025-07-11,27016.064999999995,2179.4599999999978,30
2025-07-14,27121.25,2177.459999999998,30
2025-07-15,27142.130000000005,2177.459999999998,30
2025-07-16,27419.840000000007,2177.459999999998,30
2025-07-17,27938.329999999998,2177.459999999998,30
2025-07-18,27783.19,2177.459999999998,30
2025-07-21,27494.32,2520.059999999998,30
2025-07-22,27324.789999999997,2592.9399999999982,30
2025-07-23,27649.84999999999,2780.489999999998,30
2025-07-24,27623.94999999999,2778.489999999998,30
2025-07-25,27851.679999999993,2778.489999999998,30
2025-07-28,28034.519999999993,2778.489999999998,30
2025-07-29,27779.22,2621.309999999998,30
2025-07-30,27779.900000000005,2621.309999999998,30
2025-07-31,27528.89,2558.1899999999982,30
2025-08-01,26592.894999999997,2301.4499999999985,30
2025-08-04,27258.39999999999,2301.4499999999985,30
2025-08-05,27217.579999999998,2301.4499999999985,30
2025-08-06,27044.079999999994,2299.449999999998,30
2025-08-07,27143.979999999992,2174.539999999998,30
2025-08-08,27140.159999999996,2172.539999999998,30
2025-08-11,27032.43,2068.659999999998,30
2025-08-12,27444.639999999992,2068.659999999998,30
2025-08-13,27586.499999999993,2068.659999999998,30
2025-08-14,27377.85,2068.659999999998,30
2025-08-15,27463.649999999994,2068.659999999998,30
2025-08-18,27519.54,2068.659999999998,30
2025-08-19,26781.0,2066.4099999999976,30
2025-08-20,26600.199999999997,2066.4099999999976,30
2025-08-21,26631.13,2066.4099999999976,30
2025-08-22,27325.91,2066.4099999999976,30
2025-08-25,27135.899999999998,2066.4099999999976,30
2025-08-26,27235.7,2066.4099999999976,30
2025-08-27,27177.639999999996,2066.4099999999976,30
2025-08-28,27511.749999999996,2015.4699999999975,30
2025-08-29,27303.409999999996,2015.4699999999975,30
2025-09-02,26921.909999999996,2836.109999999998,30
2025-09-03,26875.68,3158.3699999999976,30
2025-09-04,27162.649999999998,3158.3699999999976,30
2025-09-05,27246.020000000004,3101.8099999999977,30
2025-09-08,27439.91,3101.8099999999977,30
2025-09-09,27724.109999999997,3101.8099999999977,30
2025-09-10,27878.670000000006,3101.8099999999977,30
2025-09-11,28097.54,3101.8099999999977,30
2025-09-12,28205.98,3101.8099999999977,30
2025-09-15,28616.6,3101.8099999999977,30
2025-09-16,28577.649999999998,3101.8099999999977,30
2025-09-17,28528.119999999995,3101.8099999999977,30
2025-09-18,28830.499999999996,3101.8099999999977,30
2025-09-19,29120.19,3101.8099999999977,30
2025-09-22,29349.46,3101.8099999999977,30
2025-09-23,29125.509999999995,3101.8099999999977,30
2025-09-24,28953.335,3101.8099999999977,30
2025-09-25,28580.589999999986,2959.6899999999973,30
2025-09-26,28690.149999999998,2959.6899999999973,30
2025-09-29,28915.329999999994,2959.6899999999973,30
2025-09-30,28928.790000000005,2959.6899999999973,30
2025-10-01,29557.51,3575.9299999999976,30
2025-10-02,29954.729999999996,3575.9299999999976,30
2025-10-03,29685.95499999999,3575.9299999999976,30
2025-10-06,30204.094999999994,3575.9299999999976,30
2025-10-07,30111.209999999995,3575.9299999999976,30
2025-10-08,30580.939999999995,3575.9299999999976,30
2025-10-09,30494.509999999995,3575.9299999999976,30
2025-10-10,29093.870000000003,3968.269999999997,30
2025-10-13,29792.779999999988,4864.749999999997,30
2025-10-14,29607.259999999995,4864.749999999997,30
2025-10-15,29892.869999999995,4864.749999999997,30
2025-10-16,29471.289999999997,4925.819999999997,30
2025-10-17,29363.3,4788.019999999997,30
2025-10-20,29902.579999999998,4788.019999999997,30
2025-10-21,29959.78,4788.019999999997,30
2025-10-22,29380.27,4713.949999999997,30
2025-10-23,29572.97,4807.789999999997,30
2025-10-24,29913.839999999997,4807.789999999997,30
2025-10-27,30397.929999999997,4807.789999999997,30
2025-10-28,30262.549999999996,4656.2599999999975,30
2025-10-29,30230.859999999997,4578.159999999997,30
2025-10-30,29906.289999999994,4578.159999999997,30
2025-10-31,30230.159999999996,4578.159999999997,30
2025-11-03,30105.569999999992,4578.159999999997,30
2025-11-04,29229.030000000002,4354.509999999998,30
2025-11-05,29265.949999999993,4226.419999999998,30
2025-11-06,28501.96999999999,4089.8599999999974,30
2025-11-07,28633.899999999998,4087.859999999998,30
2025-11-10,29146.479999999996,4087.859999999998,30
2025-11-11,29081.049999999996,4087.859999999998,30
2025-11-12,29217.739999999994,4087.859999999998,30
2025-11-13,28180.319999999992,3772.0499999999965,30
2025-11-14,28033.429999999997,3797.8699999999967,30
2025-11-17,27655.054999999997,3694.8799999999965,30
2025-11-18,27427.800000000003,3924.909999999997,30
2025-11-19,27243.499999999993,3824.6099999999974,30
2025-11-20,26468.06,3746.409999999997,30
2025-11-21,26576.559999999998,3976.439999999997,30
2025-11-24,27229.309999999998,3976.439999999997,30
2025-11-25,27404.059999999998,3976.439999999997,30
2025-11-26,27623.409999999996,3976.439999999997,30
2025-11-28,27973.68,3976.439999999997,30
2025-12-01,27659.83,3976.439999999997,30
2025-12-02,27785.739999999998,3976.439999999997,30
2025-12-03,28188.879999999997,3976.439999999997,30
2025-12-04,28175.61,3976.439999999997,30
2025-12-05,28226.609999999997,3745.649999999997,30
2025-12-08,28161.47,3745.649999999997,30
2025-12-09,28052.260000000002,3745.649999999997,30
2025-12-10,28195.469999999998,3676.699999999997,30
2025-12-11,28236.420000000002,3676.699999999997,30
2025-12-12,27788.359999999993,3620.299999999996,30
2025-12-15,27294.499999999996,3184.2099999999964,30
2025-12-16,27460.189999999995,3101.2899999999963,30
2025-12-17,26885.29,2809.659999999996,30
2025-12-18,27140.03,2809.659999999996,30
2025-12-19,27559.749999999996,2807.659999999996,30
2025-12-22,27829.509999999995,2807.659999999996,30
2025-12-23,27608.799999999992,2807.659999999996,30
2025-12-24,27736.689999999995,2653.069999999996,30
2025-12-26,27550.069999999996,2653.069999999996,30
2025-12-29,27370.339999999997,2653.069999999996,30
2025-12-30,27266.739999999998,2955.169999999996,30
2025-12-31,27069.85,2843.859999999996,30
2026-01-02,27293.399999999994,2841.859999999996,30
2026-01-05,27985.099999999995,2841.859999999996,30
2026-01-06,28267.61,2841.859999999996,30
2026-01-07,28217.059999999998,2841.859999999996,30
2026-01-08,28216.070000000003,2841.859999999996,30
2026-01-09,28175.599999999995,2841.859999999996,30
2026-01-12,28070.27999999999,2841.859999999996,30
2026-01-13,28313.339999999997,2841.859999999996,30
2026-01-14,28085.369999999995,2908.4699999999957,30
2026-01-15,27987.439999999988,2906.4699999999957,30
