Symbol,Strategy,Entry_Date,Entry_Price,Quantity,Exit_Date,Exit_Price,Exit_Reason,PnL,PnL_Pct,Holding_Days
MRNA,SUPERTREND,2025-05-06,24.43,29,2025-07-31,29.56,TRAILING_STOP,146.76999999999998,20.998772001637327,86
PLTR,SUPERTREND,2025-05-06,108.86,6,2025-08-19,157.75,TRAILING_STOP,291.34000000000003,44.91089472717252,105
LCID,SUPERTREND,2025-05-07,22.5,32,2025-05-23,25.6,TRAILING_STOP,97.20000000000005,13.777777777777784,16
INOD,SUPERTREND,2025-05-09,34.62,21,2025-06-10,43.27,TRAILING_STOP,179.65000000000012,24.985557481224742,32
AFRM,SUPERTREND,2025-05-09,46.41,15,2025-05-20,49.74,TRAILING_STOP,47.95000000000008,7.175177763413069,11
VTI,TREND_FOLLOW,2025-05-20,291.85,2,,,,,,
AFRM,SUPERTREND,2025-05-23,49.3,15,2025-09-25,77.94,TRAILING_STOP,427.6,58.09330628803245,125
MSTR,SUPERTREND,2025-05-23,369.51,2,2025-07-29,394.66,TRAILING_STOP,48.30000000000007,6.806311060593768,67
SMCI,SUPERTREND,2025-05-23,40.09,19,2025-08-06,46.79,TRAILING_STOP,125.29999999999993,16.71239710651034,75
TSLA,SUPERTREND,2025-06-05,284.7,2,2025-07-01,300.71,TRAILING_STOP,30.019999999999982,5.623463294696168,26
INOD,SUPERTREND,2025-06-10,43.27,19,2025-07-24,46.31,TRAILING_STOP,55.759999999999984,7.025652877282179,44
PDYN,SUPERTREND,2025-06-13,7.96,101,2025-07-01,8.05,TRAILING_STOP,7.0900000000000745,1.1306532663316677,18
TSLA,SUPERTREND,2025-07-01,300.71,2,2025-11-13,401.99,TRAILING_STOP,200.56000000000006,33.68028998037978,135
PDYN,SUPERTREND,2025-07-01,8.05,108,2025-07-21,10.8,TRAILING_STOP,295.0,34.161490683229815,20
ARM,SUPERTREND,2025-07-14,144.54,6,2025-07-31,141.38,TRAILING_STOP,-20.95999999999998,-2.186246021862458,17
JNJ,TREND_FOLLOW,2025-07-21,164.36,5,,,,,,
PDYN,SUPERTREND,2025-07-22,10.09,90,2025-07-29,8.51,TRAILING_STOP,-144.20000000000002,-15.659068384539149,7
SPY,TREND_FOLLOW,2025-07-23,634.21,1,,,,,,
INOD,SUPERTREND,2025-07-24,46.31,19,2025-08-01,44.955,TRAILING_STOP,-27.745000000000076,-2.925933923558635,8
MSTR,SUPERTREND,2025-07-29,394.66,2,2025-08-19,336.57,TRAILING_STOP,-118.18000000000006,-14.718998631733651,21
PDYN,SUPERTREND,2025-07-29,8.51,108,2025-08-07,7.23,TRAILING_STOP,-140.23999999999992,-15.04112808460634,9
ARM,SUPERTREND,2025-07-31,141.38,6,2025-11-07,152.38,TRAILING_STOP,64.0,7.78044985146414,99
MRNA,SUPERTREND,2025-07-31,29.56,31,2025-08-11,25.47,TRAILING_STOP,-128.79,-13.836265223274696,11
INOD,SUPERTREND,2025-08-01,44.955,19,2025-08-19,38.5,TRAILING_STOP,-124.64499999999997,-14.358803247692133,18
CRM,SUPERTREND,2025-08-01,250.74,3,2025-11-19,227.88,TRAILING_STOP,-70.58000000000004,-9.11701363962671,110
NOW,SUPERTREND,2025-08-01,182.87,4,2025-11-17,167.16,TRAILING_STOP,-64.84000000000003,-8.590802209219667,108
SMCI,SUPERTREND,2025-08-06,46.79,19,2025-09-02,40.78,TRAILING_STOP,-116.18999999999997,-12.844624919854667,27
PDYN,SUPERTREND,2025-08-07,7.23,125,2025-09-05,6.82,TRAILING_STOP,-53.250000000000014,-5.670816044260029,29
SNOW,SUPERTREND,2025-08-08,191.73,4,2025-11-21,234.03,TRAILING_STOP,167.20000000000005,22.062275074323274,105
MRNA,SUPERTREND,2025-08-11,25.47,35,2025-08-28,24.47,TRAILING_STOP,-37.0,-3.926187671770711,17
INOD,SUPERTREND,2025-08-19,38.5,23,2025-10-13,81.68,TRAILING_STOP,991.1400000000001,112.15584415584416,55
PLTR,SUPERTREND,2025-08-19,157.75,5,2025-11-06,175.05,TRAILING_STOP,84.50000000000006,10.966719492868469,79
MSTR,SUPERTREND,2025-08-19,336.57,2,2025-09-25,300.7,TRAILING_STOP,-73.74000000000001,-10.657515524259441,37
MRNA,SUPERTREND,2025-08-28,24.47,37,2025-10-29,24.7,TRAILING_STOP,6.510000000000016,0.9399264405394379,62
SMCI,SUPERTREND,2025-09-02,40.78,22,2025-10-23,47.92,TRAILING_STOP,155.08,17.508582638548308,51
QQQ,TREND_FOLLOW,2025-09-02,565.62,1,,,,,,
AMD,SUPERTREND,2025-09-03,162.13,5,2025-11-18,230.29,TRAILING_STOP,338.79999999999995,42.04033800037007,76
PDYN,SUPERTREND,2025-09-05,6.82,133,2025-10-10,8.29,TRAILING_STOP,193.50999999999985,21.554252199413472,35
NKE,SUPERTREND,2025-09-25,69.24,13,2025-10-10,65.22,TRAILING_STOP,-54.25999999999995,-5.8058925476603065,15
AFRM,SUPERTREND,2025-09-25,77.94,12,2025-10-17,67.9,TRAILING_STOP,-122.4799999999999,-12.881703874775457,22
MSTR,SUPERTREND,2025-09-25,300.7,3,2025-10-10,304.79,TRAILING_STOP,10.270000000000095,1.3601596275357606,15
SOFI,SUPERTREND,2025-10-01,25.76,38,2025-11-06,27.16,TRAILING_STOP,51.199999999999946,5.434782608695646,36
NKE,SUPERTREND,2025-10-10,65.22,14,2025-11-04,61.23,TRAILING_STOP,-57.86000000000003,-6.117755289788412,25
MSTR,SUPERTREND,2025-10-10,304.79,3,2025-10-29,275.36,TRAILING_STOP,-90.29000000000002,-9.655828603300636,19
PDYN,SUPERTREND,2025-10-10,8.29,116,2025-10-16,9.01,TRAILING_STOP,81.52000000000007,8.685162846803387,6
AVGO,SUPERTREND,2025-10-10,324.63,2,2025-12-12,359.93,TRAILING_STOP,68.60000000000002,10.873917998952658,63
INOD,SUPERTREND,2025-10-13,81.68,12,2025-10-22,72.07,TRAILING_STOP,-117.32000000000016,-11.76542605288934,9
PDYN,SUPERTREND,2025-10-16,9.01,109,2025-10-28,7.87,TRAILING_STOP,-126.25999999999996,-12.652608213096556,12
AFRM,SUPERTREND,2025-10-17,67.9,14,2025-11-06,65.96,TRAILING_STOP,-29.160000000000167,-2.8571428571428745,20
INOD,SUPERTREND,2025-10-22,72.07,13,2025-11-04,66.86,TRAILING_STOP,-69.72999999999992,-7.229082836131531,13
SMCI,SUPERTREND,2025-10-23,47.92,20,2025-11-05,42.03,TRAILING_STOP,-119.80000000000001,-12.291318864774626,13
PDYN,SUPERTREND,2025-10-28,7.87,128,2025-11-04,7.09,TRAILING_STOP,-101.84000000000003,-9.911054637865314,7
MRNA,SUPERTREND,2025-10-29,24.7,40,2025-11-04,23.75,TRAILING_STOP,-39.99999999999997,-3.8461538461538436,6
MSTR,SUPERTREND,2025-10-29,275.36,3,2025-11-06,237.2,TRAILING_STOP,-116.48000000000008,-13.858221963974444,8
INOD,SUPERTREND,2025-11-04,66.86,14,2025-11-13,56.8,TRAILING_STOP,-142.84000000000003,-15.046365539934195,9
MRNA,SUPERTREND,2025-11-04,23.75,41,2025-11-20,22.36,TRAILING_STOP,-58.99000000000002,-5.8526315789473715,16
NKE,SUPERTREND,2025-11-04,61.23,15,2025-12-19,58.71,TRAILING_STOP,-39.79999999999994,-4.115629593336593,45
PDYN,SUPERTREND,2025-11-04,7.09,137,2025-11-13,6.21,TRAILING_STOP,-122.55999999999999,-12.41184767277856,9
SMCI,SUPERTREND,2025-11-05,42.03,23,2025-11-13,35.09,TRAILING_STOP,-161.61999999999995,-16.512015227218647,8
PLTR,SUPERTREND,2025-11-06,175.05,5,2025-11-18,167.33,TRAILING_STOP,-40.599999999999994,-4.410168523279062,12
AFRM,SUPERTREND,2025-11-06,65.96,14,2025-11-17,68.17,TRAILING_STOP,28.94000000000011,3.3505154639175383,11
MSTR,SUPERTREND,2025-11-06,237.2,4,2025-11-13,208.54,TRAILING_STOP,-116.63999999999999,-12.082630691399663,7
SOFI,SUPERTREND,2025-11-06,27.16,34,2025-11-14,27.82,TRAILING_STOP,20.440000000000005,2.4300441826215025,8
ARM,SUPERTREND,2025-11-07,152.38,6,2025-11-18,136.04,TRAILING_STOP,-100.04000000000002,-10.723192019950128,11
INOD,SUPERTREND,2025-11-13,56.8,16,2025-12-12,52.4,TRAILING_STOP,-72.39999999999998,-7.746478873239434,29
TSLA,SUPERTREND,2025-11-13,401.99,2,,,,,,
MSTR,SUPERTREND,2025-11-13,208.54,4,2025-11-20,177.13,TRAILING_STOP,-127.63999999999999,-15.061858636232856,7
PDYN,SUPERTREND,2025-11-13,6.21,151,2025-11-19,5.35,TRAILING_STOP,-131.86000000000004,-13.848631239935594,6
SMCI,SUPERTREND,2025-11-13,35.09,26,2025-11-20,31.56,TRAILING_STOP,-93.78000000000011,-10.059846110002862,7
SOFI,SUPERTREND,2025-11-14,27.82,33,2025-12-15,25.82,TRAILING_STOP,-68.0,-7.189072609633357,31
AFRM,SUPERTREND,2025-11-17,68.17,13,2026-01-14,72.61,TRAILING_STOP,55.71999999999997,6.513128942350003,58
NOW,SUPERTREND,2025-11-17,167.16,5,2025-12-24,152.59,TRAILING_STOP,-74.84999999999997,-8.716200047858337,37
ARM,SUPERTREND,2025-11-18,136.04,6,2025-12-15,124.37,TRAILING_STOP,-72.01999999999992,-8.578359306086437,27
AMZN,SUPERTREND,2025-11-18,222.55,4,,,,,,
PLTR,SUPERTREND,2025-11-18,167.33,5,2026-01-02,167.86,TRAILING_STOP,0.6500000000000057,0.3167393772784325,45
AMD,SUPERTREND,2025-11-18,230.29,3,2025-12-17,198.11,TRAILING_STOP,-98.53999999999994,-13.97368535325024,29
CRM,SUPERTREND,2025-11-19,227.88,3,2026-01-15,233.53,TRAILING_STOP,14.950000000000017,2.479375109706866,57
PDYN,SUPERTREND,2025-11-19,5.35,169,2025-12-10,5.15,TRAILING_STOP,-35.79999999999988,-3.738317757009333,21
MRNA,SUPERTREND,2025-11-20,22.36,39,2025-12-30,30.41,TRAILING_STOP,311.95000000000005,36.00178890876566,40
UBER,SUPERTREND,2025-11-20,83.36,10,2025-12-16,80.92,TRAILING_STOP,-26.399999999999977,-2.927063339731283,26
MSTR,SUPERTREND,2025-11-20,177.13,4,2025-12-15,162.08,TRAILING_STOP,-62.19999999999993,-8.496584429515035,25
SMCI,SUPERTREND,2025-11-20,31.56,27,2025-12-17,29.84,TRAILING_STOP,-48.43999999999997,-5.44993662864385,27
MSFT,SUPERTREND,2025-11-21,472.12,1,,,,,,
SNOW,SUPERTREND,2025-11-21,234.03,3,2025-12-05,228.79,TRAILING_STOP,-17.720000000000027,-2.2390291842926158,14
SNOW,SUPERTREND,2025-12-05,228.79,4,2026-01-14,206.16,TRAILING_STOP,-92.51999999999998,-9.891166571965556,40
PDYN,SUPERTREND,2025-12-10,5.15,182,2025-12-15,4.5,TRAILING_STOP,-120.30000000000007,-12.621359223300976,5
INOD,SUPERTREND,2025-12-12,52.4,17,,,,,,
AVGO,SUPERTREND,2025-12-12,359.93,2,,,,,,
ARM,SUPERTREND,2025-12-15,124.37,7,2025-12-31,109.31,TRAILING_STOP,-107.42000000000002,-12.109029508723971,16
MSTR,SUPERTREND,2025-12-15,162.08,5,,,,,,
PDYN,SUPERTREND,2025-12-15,4.5,202,,,,,,
SOFI,SUPERTREND,2025-12-15,25.82,35,,,,,,
UBER,SUPERTREND,2025-12-16,80.92,11,,,,,,
AMD,SUPERTREND,2025-12-17,198.11,4,,,,,,
SMCI,SUPERTREND,2025-12-17,29.84,30,,,,,,
NKE,SUPERTREND,2025-12-19,58.71,15,,,,,,
NOW,SUPERTREND,2025-12-24,152.59,6,2026-01-14,134.61,TRAILING_STOP,-109.87999999999994,-11.783209908906214,21
MRNA,SUPERTREND,2025-12-30,30.41,29,,,,,,
ARM,SUPERTREND,2025-12-31,109.31,8,,,,,,
PLTR,SUPERTREND,2026-01-02,167.86,5,,,,,,
SNOW,SUPERTREND,2026-01-14,206.16,4,,,,,,
AFRM,SUPERTREND,2026-01-14,72.61,12,,,,,,
NOW,SUPERTREND,2026-01-14,134.61,6,,,,,,
CRM,SUPERTREND,2026-01-15,233.53,3,,,,,,
